SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
μακρὸν,urn:cite:fuSyntax:0085003tokens.2897150_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:538.2,urn:cite:fuSyntax:0085003sentences.2897150,3368,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897150_7,μακρόσ
φαναῖς,urn:cite:fuSyntax:0085003tokens.2897150_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:538.7,urn:cite:fuSyntax:0085003sentences.2897150,3373,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2897150_14,φανόσ
μυρίοις,urn:cite:fuSyntax:0085003tokens.2897151_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:541.1,urn:cite:fuSyntax:0085003sentences.2897151,3384,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897151_9,μυρίοσ
ἰδίᾳ,urn:cite:fuSyntax:0085003tokens.2897152_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:543.1,urn:cite:fuSyntax:0085003sentences.2897152,3392,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897152_6,ἴδιοσ
θνατοὺς,urn:cite:fuSyntax:0085003tokens.2897152_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:543.4,urn:cite:fuSyntax:0085003sentences.2897152,3395,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897152_7,θνητόσ
φίλος,urn:cite:fuSyntax:0085003tokens.2897153_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:545.8,urn:cite:fuSyntax:0085003sentences.2897153,3407,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897153_1,φίλοσ
τίς,urn:cite:fuSyntax:0085003tokens.2897154_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:546.3,urn:cite:fuSyntax:0085003sentences.2897154,3411,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897154_1,τίς
τίς,urn:cite:fuSyntax:0085003tokens.2897155_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:547.1,urn:cite:fuSyntax:0085003sentences.2897155,3414,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897155_0,τίς
ἐφαμερίων,urn:cite:fuSyntax:0085003tokens.2897155_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:547.2,urn:cite:fuSyntax:0085003sentences.2897155,3415,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2897155_3,ἐφημέριοσ
ἄκικυν,urn:cite:fuSyntax:0085003tokens.2897156_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:548.2,urn:cite:fuSyntax:0085003sentences.2897156,3422,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897156_6,ἄκικυς
ἰσόνειρον,urn:cite:fuSyntax:0085003tokens.2897156_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:549.1,urn:cite:fuSyntax:0085003sentences.2897156,3424,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897156_6,ἰσόνειροσ
ἀλαὸν,urn:cite:fuSyntax:0085003tokens.2897156_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:550.1,urn:cite:fuSyntax:0085003sentences.2897156,3429,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897156_13,ἀλαόσ
θνατῶν,urn:cite:fuSyntax:0085003tokens.2897157_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:551.4,urn:cite:fuSyntax:0085003sentences.2897157,3437,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2897157_7,θνητόσ
σὰς,urn:cite:fuSyntax:0085003tokens.2897158_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:552.3,urn:cite:fuSyntax:0085003sentences.2897158,3443,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897158_8,σόσ
ὰς,urn:cite:fuSyntax:0085003tokens.2897158_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:552.7,urn:cite:fuSyntax:0085003sentences.2897158,3447,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897158_8,ὀλοός
διαμφίδιον,urn:cite:fuSyntax:0085003tokens.2897159_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:554.2,urn:cite:fuSyntax:0085003sentences.2897159,3453,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897159_5,διαμφίδιοσ
ἐκεῖνό,urn:cite:fuSyntax:0085003tokens.2897159_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:555.2,urn:cite:fuSyntax:0085003sentences.2897159,3459,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897159_9,ἐκεῖνοσ
σὸν,urn:cite:fuSyntax:0085003tokens.2897159_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:556.3,urn:cite:fuSyntax:0085003sentences.2897159,3468,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897159_16,σόσ
ὁμοπάτριον,urn:cite:fuSyntax:0085003tokens.2897159_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:557.6,urn:cite:fuSyntax:0085003sentences.2897159,3475,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897159_27,ὁμοπάτριος
κοινόλεκτρον,urn:cite:fuSyntax:0085003tokens.2897159_30,urn:cts:greekLit:tlg0085.tlg003.fuSyn:560.5,urn:cite:fuSyntax:0085003sentences.2897159,3481,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897159_29,κοινόλεκτροσ
τίς,urn:cite:fuSyntax:0085003tokens.2897160_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:561.1,urn:cite:fuSyntax:0085003sentences.2897160,3483,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897160_2,τίς
τί,urn:cite:fuSyntax:0085003tokens.2897161_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:561.4,urn:cite:fuSyntax:0085003sentences.2897161,3486,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897161_2,τίς
πετρίνοισιν,urn:cite:fuSyntax:0085003tokens.2897162_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:562.4,urn:cite:fuSyntax:0085003sentences.2897162,3495,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897162_5,πέτρινοσ
τίνος,urn:cite:fuSyntax:0085003tokens.2897163_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:564.1,urn:cite:fuSyntax:0085003sentences.2897163,3498,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897163_2,τίς
μογερὰ,urn:cite:fuSyntax:0085003tokens.2897164_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:565.5,urn:cite:fuSyntax:0085003sentences.2897164,3507,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897164_6,μογερόσ
τάλαιναν,urn:cite:fuSyntax:0085003tokens.2897165_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:566.6,urn:cite:fuSyntax:0085003sentences.2897165,3521,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897165_10,τάλασ
γηγενοῦς,urn:cite:fuSyntax:0085003tokens.2897165_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:567.3,urn:cite:fuSyntax:0085003sentences.2897165,3526,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897165_16,γηγενήσ
μυριωπὸν,urn:cite:fuSyntax:0085003tokens.2897166_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:568.2,urn:cite:fuSyntax:0085003sentences.2897166,3534,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897166_5,μυριωπόσ
δόλιον,urn:cite:fuSyntax:0085003tokens.2897167_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:569.4,urn:cite:fuSyntax:0085003sentences.2897167,3541,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897167_5,δόλιοσ
τάλαιναν,urn:cite:fuSyntax:0085003tokens.2897168_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:571.5,urn:cite:fuSyntax:0085003sentences.2897168,3556,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897168_3,τάλασ
παραλίαν,urn:cite:fuSyntax:0085003tokens.2897168_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:573.5,urn:cite:fuSyntax:0085003sentences.2897168,3567,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897168_17,παράλιοσ
κηρόπλαστος,urn:cite:fuSyntax:0085003tokens.2897169_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:574.3,urn:cite:fuSyntax:0085003sentences.2897169,3572,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897169_5,κηρόπλαστοσ
λέπλαγκτοι,urn:cite:fuSyntax:0085003tokens.2897170_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:576.10,urn:cite:fuSyntax:0085003sentences.2897170,3588,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897170_11,τηλέπλαγκτος
Κρόνιε,urn:cite:fuSyntax:0085003tokens.2897171_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:578.6,urn:cite:fuSyntax:0085003sentences.2897171,3596,a-s---mv-,urn:cite:fuSyntax:0085003tokens.2897171_7,Κρόνιοσ
οἰστρηλάτῳ,urn:cite:fuSyntax:0085003tokens.2897172_4,580a-1,urn:cite:fuSyntax:0085003sentences.2897172,3611,a-s---nd-,urn:cite:fuSyntax:0085003tokens.2897172_6,οἰστρήλατοσ
δειλαίαν,urn:cite:fuSyntax:0085003tokens.2897172_7,580b-1,urn:cite:fuSyntax:0085003sentences.2897172,3614,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897172_10,δείλαιοσ
παράκοπον,urn:cite:fuSyntax:0085003tokens.2897172_8,580b-2,urn:cite:fuSyntax:0085003sentences.2897172,3615,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897172_7,παράκοποσ
ποντίοις,urn:cite:fuSyntax:0085003tokens.2897173_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:582.1,urn:cite:fuSyntax:0085003sentences.2897173,3628,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897173_11,πόντιοσ
βοράν,urn:cite:fuSyntax:0085003tokens.2897173_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:582.4,urn:cite:fuSyntax:0085003sentences.2897173,3631,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897173_12,βορόσ
πολύπλανοι,urn:cite:fuSyntax:0085003tokens.2897174_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:585.3,urn:cite:fuSyntax:0085003sentences.2897174,3643,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897174_4,πολύπλανοσ
βούκερω,urn:cite:fuSyntax:0085003tokens.2897175_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:588.4,urn:cite:fuSyntax:0085003sentences.2897175,3658,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897175_5,βούκερωσ
οἰστροδινήτου,urn:cite:fuSyntax:0085003tokens.2897176_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:589.6,urn:cite:fuSyntax:0085003sentences.2897176,3666,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897176_7,οἰστροδίνητοσ
Ἰναχείας,urn:cite:fuSyntax:0085003tokens.2897176_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:590.2,urn:cite:fuSyntax:0085003sentences.2897176,3670,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897176_8,Ἰνάχειος
ὑπερμήκεις,urn:cite:fuSyntax:0085003tokens.2897177_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:591.6,urn:cite:fuSyntax:0085003sentences.2897177,3681,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897177_11,ὑπερμήκης
στυγητὸς,urn:cite:fuSyntax:0085003tokens.2897177_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:592.2,urn:cite:fuSyntax:0085003sentences.2897177,3684,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897177_16,στυγητόσ
ἐμοῦ,urn:cite:fuSyntax:0085003tokens.2897178_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:593.2,urn:cite:fuSyntax:0085003sentences.2897178,3690,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897178_4,ἐμόσ
μογερᾷ,urn:cite:fuSyntax:0085003tokens.2897179_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:594.4,urn:cite:fuSyntax:0085003sentences.2897179,3699,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897179_2,μογερόσ
τάλας,urn:cite:fuSyntax:0085003tokens.2897180_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:595.6,urn:cite:fuSyntax:0085003sentences.2897180,3708,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897180_12,τάλασ
τάλαιναν,urn:cite:fuSyntax:0085003tokens.2897180_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:595.9,urn:cite:fuSyntax:0085003sentences.2897180,3711,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897180_3,τάλασ
ἔτυμα,urn:cite:fuSyntax:0085003tokens.2897180_11,595a-1,urn:cite:fuSyntax:0085003sentences.2897180,3713,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897180_12,ἔτυμοσ
θεόσυτόν,urn:cite:fuSyntax:0085003tokens.2897181_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:596.1,urn:cite:fuSyntax:0085003sentences.2897181,3716,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897181_3,θεόσυτοσ
φοιταλέοισιν,urn:cite:fuSyntax:0085003tokens.2897181_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:598.1,urn:cite:fuSyntax:0085003sentences.2897181,3729,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897181_10,φοιταλέοσ
λαβρόσυτος,urn:cite:fuSyntax:0085003tokens.2897182_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:600.2,urn:cite:fuSyntax:0085003sentences.2897182,3737,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897182_6,λαβρόσυτοσ
ἐπικότοισι,urn:cite:fuSyntax:0085003tokens.2897182_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:601.1,urn:cite:fuSyntax:0085003sentences.2897182,3741,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897182_10,ἐπίκοτοσ
δαιμόνων,urn:cite:fuSyntax:0085003tokens.2897183_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:601.6,urn:cite:fuSyntax:0085003sentences.2897183,3746,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2897183_6,δυσδαίμων
οἷ᾽,urn:cite:fuSyntax:0085003tokens.2897183_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:603.1,urn:cite:fuSyntax:0085003sentences.2897183,3754,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897183_14,οἷοσ
τί,urn:cite:fuSyntax:0085003tokens.2897184_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:606.3,urn:cite:fuSyntax:0085003sentences.2897184,3768,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897184_12,τίς
τί,urn:cite:fuSyntax:0085003tokens.2897184_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:606.7,urn:cite:fuSyntax:0085003sentences.2897184,3772,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897184_16,τίς
δυσπλάνῳ,urn:cite:fuSyntax:0085003tokens.2897185_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:608.5,urn:cite:fuSyntax:0085003sentences.2897185,3785,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897185_6,δύσπλανοσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2897186_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:609.4,urn:cite:fuSyntax:0085003sentences.2897186,3791,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897186_1,πᾶσ
ἁπλῷ,urn:cite:fuSyntax:0085003tokens.2897186_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:610.6,urn:cite:fuSyntax:0085003sentences.2897186,3801,a-s---md-,urn:cite:fuSyntax:0085003tokens.2897186_15,ἁπλόοσ
δίκαιον,urn:cite:fuSyntax:0085003tokens.2897186_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:611.2,urn:cite:fuSyntax:0085003sentences.2897186,3805,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897186_17,δίκαιοσ
φίλους,urn:cite:fuSyntax:0085003tokens.2897186_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:611.4,urn:cite:fuSyntax:0085003sentences.2897186,3807,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897186_19,φίλοσ
κοινὸν,urn:cite:fuSyntax:0085003tokens.2897188_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:613.2,urn:cite:fuSyntax:0085003sentences.2897188,3818,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897188_3,κοινόσ
θνητοῖσιν,urn:cite:fuSyntax:0085003tokens.2897188_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:613.4,urn:cite:fuSyntax:0085003sentences.2897188,3820,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897188_5,θνητόσ
τλῆμον,urn:cite:fuSyntax:0085003tokens.2897188_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:614.1,urn:cite:fuSyntax:0085003sentences.2897188,3823,a-s---mv-,urn:cite:fuSyntax:0085003tokens.2897188_8,τλήμων
ἐμοὺς,urn:cite:fuSyntax:0085003tokens.2897189_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:615.4,urn:cite:fuSyntax:0085003sentences.2897189,3834,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897189_6,ἐμόσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2897192_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:617.5,urn:cite:fuSyntax:0085003sentences.2897192,3849,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897192_4,πᾶσ
Δῖον,urn:cite:fuSyntax:0085003tokens.2897194_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:619.4,urn:cite:fuSyntax:0085003sentences.2897194,3865,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897194_1,Δῖος
ποίων,urn:cite:fuSyntax:0085003tokens.2897195_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:620.3,urn:cite:fuSyntax:0085003sentences.2897195,3873,a-p---ng-,urn:cite:fuSyntax:0085003tokens.2897195_4,ποῖοσ
τοσοῦτον,urn:cite:fuSyntax:0085003tokens.2897196_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:621.1,urn:cite:fuSyntax:0085003sentences.2897196,3877,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897196_4,τοσοῦτος
μόνον,urn:cite:fuSyntax:0085003tokens.2897196_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:621.5,urn:cite:fuSyntax:0085003sentences.2897196,3881,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897196_1,μόνοσ
τούτοις,urn:cite:fuSyntax:0085003tokens.2897197_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:622.4,urn:cite:fuSyntax:0085003sentences.2897197,3886,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897197_2,οὗτοσ
ἐμῆς,urn:cite:fuSyntax:0085003tokens.2897197_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:622.7,urn:cite:fuSyntax:0085003sentences.2897197,3889,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897197_8,ἐμόσ
τίς,urn:cite:fuSyntax:0085003tokens.2897197_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:623.3,urn:cite:fuSyntax:0085003sentences.2897197,3893,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897197_15,τίς
ταλαιπώρῳ,urn:cite:fuSyntax:0085003tokens.2897197_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:623.6,urn:cite:fuSyntax:0085003sentences.2897197,3896,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897197_12,ταλαίπωροσ
κρεῖσσον,urn:cite:fuSyntax:0085003tokens.2897198_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:624.5,urn:cite:fuSyntax:0085003sentences.2897198,3903,a-s---nnc,urn:cite:fuSyntax:0085003tokens.2897198_0,κρείσσων1
τοῦθ᾽,urn:cite:fuSyntax:0085003tokens.2897199_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:625.4,urn:cite:fuSyntax:0085003sentences.2897199,3911,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897199_3,οὗτοσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2897201_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:627.8,urn:cite:fuSyntax:0085003sentences.2897201,3930,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897201_6,πᾶσ
οὐδείς,urn:cite:fuSyntax:0085003tokens.2897202_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:628.3,urn:cite:fuSyntax:0085003sentences.2897202,3934,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897202_1,οὐδείς
σὰς,urn:cite:fuSyntax:0085003tokens.2897202_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:628.5,urn:cite:fuSyntax:0085003sentences.2897202,3936,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897202_9,σόσ
μᾶσσον,urn:cite:fuSyntax:0085003tokens.2897203_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:629.4,urn:cite:fuSyntax:0085003sentences.2897203,3945,a-s---nac,urn:cite:fuSyntax:0085003tokens.2897203_3,μάσσων1
γλυκύ,urn:cite:fuSyntax:0085003tokens.2897203_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:629.7,urn:cite:fuSyntax:0085003sentences.2897203,3948,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897203_5,γλυκύσ
πρῶτον,urn:cite:fuSyntax:0085003tokens.2897208_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:632.3,urn:cite:fuSyntax:0085003sentences.2897208,3970,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897208_4,πρῶτοσ
αὐτῆς,urn:cite:fuSyntax:0085003tokens.2897208_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:633.1,urn:cite:fuSyntax:0085003sentences.2897208,3974,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897208_8,αὐτόσ
πολυφθόρους,urn:cite:fuSyntax:0085003tokens.2897208_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:633.4,urn:cite:fuSyntax:0085003sentences.2897208,3977,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897208_11,πολύφθοροσ
λοιπὰ,urn:cite:fuSyntax:0085003tokens.2897209_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:634.2,urn:cite:fuSyntax:0085003sentences.2897209,3981,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897209_6,λοιπόσ
σὸν,urn:cite:fuSyntax:0085003tokens.2897210_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:635.1,urn:cite:fuSyntax:0085003sentences.2897210,3988,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897210_2,σόσ
ἀξίαν,urn:cite:fuSyntax:0085003tokens.2897211_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:639.5,urn:cite:fuSyntax:0085003sentences.2897211,4019,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897211_17,ἄξιοσ
σαφεῖ,urn:cite:fuSyntax:0085003tokens.2897212_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:641.1,urn:cite:fuSyntax:0085003sentences.2897212,4031,a-s---md-,urn:cite:fuSyntax:0085003tokens.2897212_11,σαφήσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2897212_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:641.4,urn:cite:fuSyntax:0085003sentences.2897212,4034,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897212_15,πᾶσ
θεόσσυτον,urn:cite:fuSyntax:0085003tokens.2897213_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:643.1,urn:cite:fuSyntax:0085003sentences.2897213,4043,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897213_6,θεόσσυτοσ
σχετλίᾳ,urn:cite:fuSyntax:0085003tokens.2897213_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:644.5,urn:cite:fuSyntax:0085003sentences.2897213,4051,a-s---fd-,urn:cite:fuSyntax:0085003tokens.2897213_12,σχέτλιοσ
ἔννυχοι,urn:cite:fuSyntax:0085003tokens.2897214_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:645.4,urn:cite:fuSyntax:0085003sentences.2897214,4057,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897214_3,ἔννυχοσ
ἐμοὺς,urn:cite:fuSyntax:0085003tokens.2897214_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:646.4,urn:cite:fuSyntax:0085003sentences.2897214,4062,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897214_7,ἐμόσ
λείοισι,urn:cite:fuSyntax:0085003tokens.2897214_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:647.1,urn:cite:fuSyntax:0085003sentences.2897214,4064,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897214_12,λεῖοσ
μέγ᾽,urn:cite:fuSyntax:0085003tokens.2897214_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:647.5,urn:cite:fuSyntax:0085003sentences.2897214,4068,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897214_16,μέγασ
εὔδαιμον,urn:cite:fuSyntax:0085003tokens.2897214_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:647.6,urn:cite:fuSyntax:0085003sentences.2897214,4069,a-s---fv-,urn:cite:fuSyntax:0085003tokens.2897214_17,εὐδαίμων
δαρόν,urn:cite:fuSyntax:0085003tokens.2897214_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:648.3,urn:cite:fuSyntax:0085003sentences.2897214,4074,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897214_20,δηρόσ
μεγίστου,urn:cite:fuSyntax:0085003tokens.2897214_27,urn:cts:greekLit:tlg0085.tlg003.fuSyn:649.2,urn:cite:fuSyntax:0085003sentences.2897214,4080,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897214_25,μέγασ
βαθὺν,urn:cite:fuSyntax:0085003tokens.2897216_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:652.8,urn:cite:fuSyntax:0085003sentences.2897216,4111,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897216_19,βαθύσ
Δῖον,urn:cite:fuSyntax:0085003tokens.2897216_30,urn:cts:greekLit:tlg0085.tlg003.fuSyn:654.4,urn:cite:fuSyntax:0085003sentences.2897216,4123,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897216_31,δῖοσ
πάσας,urn:cite:fuSyntax:0085003tokens.2897217_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:655.2,urn:cite:fuSyntax:0085003sentences.2897217,4129,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897217_3,πᾶσ
δύστηνος,urn:cite:fuSyntax:0085003tokens.2897217_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:656.2,urn:cite:fuSyntax:0085003sentences.2897217,4133,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897217_5,δύστηνοσ
