TOKENURN	HEAD
urn:cite:fuSyntax:0085003tokens.2897186_1	urn:cite:fuSyntax:0085003tokens.2897186_0
urn:cite:fuSyntax:0085003tokens.2897186_2	urn:cite:fuSyntax:0085003tokens.2897186_1
urn:cite:fuSyntax:0085003tokens.2897186_3	urn:cite:fuSyntax:0085003tokens.2897186_1
urn:cite:fuSyntax:0085003tokens.2897186_4	urn:cite:fuSyntax:0085003tokens.2897186_1
urn:cite:fuSyntax:0085003tokens.2897186_5	urn:cite:fuSyntax:0085003tokens.2897186_7
urn:cite:fuSyntax:0085003tokens.2897186_6	urn:cite:fuSyntax:0085003tokens.2897186_4
urn:cite:fuSyntax:0085003tokens.2897186_7	urn:cite:fuSyntax:0085003tokens.2897186_6
urn:cite:fuSyntax:0085003tokens.2897186_8	urn:cite:fuSyntax:0085003tokens.2897186_13
urn:cite:fuSyntax:0085003tokens.2897186_9	urn:cite:fuSyntax:0085003tokens.2897186_10
urn:cite:fuSyntax:0085003tokens.2897186_10	urn:cite:fuSyntax:0085003tokens.2897186_13
urn:cite:fuSyntax:0085003tokens.2897186_11	urn:cite:fuSyntax:0085003tokens.2897186_10
urn:cite:fuSyntax:0085003tokens.2897186_12	urn:cite:fuSyntax:0085003tokens.2897186_13
urn:cite:fuSyntax:0085003tokens.2897186_13	urn:cite:fuSyntax:0085003tokens.2897186_1
urn:cite:fuSyntax:0085003tokens.2897186_14	urn:cite:fuSyntax:0085003tokens.2897186_15
urn:cite:fuSyntax:0085003tokens.2897186_15	urn:cite:fuSyntax:0085003tokens.2897186_13
urn:cite:fuSyntax:0085003tokens.2897186_16	urn:cite:fuSyntax:0085003tokens.2897186_17
urn:cite:fuSyntax:0085003tokens.2897186_17	urn:cite:fuSyntax:0085003tokens.2897186_15
urn:cite:fuSyntax:0085003tokens.2897186_18	urn:cite:fuSyntax:0085003tokens.2897186_17
urn:cite:fuSyntax:0085003tokens.2897186_19	urn:cite:fuSyntax:0085003tokens.2897186_21
urn:cite:fuSyntax:0085003tokens.2897186_20	urn:cite:fuSyntax:0085003tokens.2897186_19
urn:cite:fuSyntax:0085003tokens.2897186_21	urn:cite:fuSyntax:0085003tokens.2897186_17
urn:cite:fuSyntax:0085003tokens.2897186_22	urn:cite:fuSyntax:0085003tokens.2897186_21
urn:cite:fuSyntax:0085003tokens.2897186_23	urn:cite:fuSyntax:0085003tokens.2897186_0
urn:cite:fuSyntax:0085003tokens.2897187_1	urn:cite:fuSyntax:0085003tokens.2897187_3
urn:cite:fuSyntax:0085003tokens.2897187_2	urn:cite:fuSyntax:0085003tokens.2897187_3
urn:cite:fuSyntax:0085003tokens.2897187_3	urn:cite:fuSyntax:0085003tokens.2897187_5
urn:cite:fuSyntax:0085003tokens.2897187_4	urn:cite:fuSyntax:0085003tokens.2897187_0
urn:cite:fuSyntax:0085003tokens.2897187_5	urn:cite:fuSyntax:0085003tokens.2897187_4
urn:cite:fuSyntax:0085003tokens.2897187_6	urn:cite:fuSyntax:0085003tokens.2897187_0
urn:cite:fuSyntax:0085003tokens.2897188_1	urn:cite:fuSyntax:0085003tokens.2897188_5
urn:cite:fuSyntax:0085003tokens.2897188_2	urn:cite:fuSyntax:0085003tokens.2897188_3
urn:cite:fuSyntax:0085003tokens.2897188_3	urn:cite:fuSyntax:0085003tokens.2897188_5
urn:cite:fuSyntax:0085003tokens.2897188_4	urn:cite:fuSyntax:0085003tokens.2897188_5
urn:cite:fuSyntax:0085003tokens.2897188_5	urn:cite:fuSyntax:0085003tokens.2897188_6
urn:cite:fuSyntax:0085003tokens.2897188_6	urn:cite:fuSyntax:0085003tokens.2897188_12
urn:cite:fuSyntax:0085003tokens.2897188_7	urn:cite:fuSyntax:0085003tokens.2897188_8
urn:cite:fuSyntax:0085003tokens.2897188_8	urn:cite:fuSyntax:0085003tokens.2897188_6
urn:cite:fuSyntax:0085003tokens.2897188_9	urn:cite:fuSyntax:0085003tokens.2897188_6
urn:cite:fuSyntax:0085003tokens.2897188_10	urn:cite:fuSyntax:0085003tokens.2897188_11
urn:cite:fuSyntax:0085003tokens.2897188_11	urn:cite:fuSyntax:0085003tokens.2897188_13
urn:cite:fuSyntax:0085003tokens.2897188_12	urn:cite:fuSyntax:0085003tokens.2897188_0
urn:cite:fuSyntax:0085003tokens.2897188_13	urn:cite:fuSyntax:0085003tokens.2897188_12
urn:cite:fuSyntax:0085003tokens.2897188_14	urn:cite:fuSyntax:0085003tokens.2897188_0
urn:cite:fuSyntax:0085003tokens.2897189_1	urn:cite:fuSyntax:0085003tokens.2897189_2
urn:cite:fuSyntax:0085003tokens.2897189_2	urn:cite:fuSyntax:0085003tokens.2897189_0
urn:cite:fuSyntax:0085003tokens.2897189_3	urn:cite:fuSyntax:0085003tokens.2897189_6
urn:cite:fuSyntax:0085003tokens.2897189_4	urn:cite:fuSyntax:0085003tokens.2897189_6
urn:cite:fuSyntax:0085003tokens.2897189_5	urn:cite:fuSyntax:0085003tokens.2897189_2
urn:cite:fuSyntax:0085003tokens.2897189_6	urn:cite:fuSyntax:0085003tokens.2897189_5
urn:cite:fuSyntax:0085003tokens.2897189_7	urn:cite:fuSyntax:0085003tokens.2897189_0
urn:cite:fuSyntax:0085003tokens.2897190_1	urn:cite:fuSyntax:0085003tokens.2897190_2
urn:cite:fuSyntax:0085003tokens.2897190_2	urn:cite:fuSyntax:0085003tokens.2897190_0
urn:cite:fuSyntax:0085003tokens.2897190_3	urn:cite:fuSyntax:0085003tokens.2897190_2
urn:cite:fuSyntax:0085003tokens.2897190_4	urn:cite:fuSyntax:0085003tokens.2897190_5
urn:cite:fuSyntax:0085003tokens.2897190_5	urn:cite:fuSyntax:0085003tokens.2897190_2
urn:cite:fuSyntax:0085003tokens.2897190_6	urn:cite:fuSyntax:0085003tokens.2897190_2
urn:cite:fuSyntax:0085003tokens.2897190_7	urn:cite:fuSyntax:0085003tokens.2897190_0
urn:cite:fuSyntax:0085003tokens.2897191_1	urn:cite:fuSyntax:0085003tokens.2897191_0
urn:cite:fuSyntax:0085003tokens.2897191_2	urn:cite:fuSyntax:0085003tokens.2897191_3
urn:cite:fuSyntax:0085003tokens.2897191_3	urn:cite:fuSyntax:0085003tokens.2897191_1
urn:cite:fuSyntax:0085003tokens.2897191_4	urn:cite:fuSyntax:0085003tokens.2897191_0
urn:cite:fuSyntax:0085003tokens.2897192_1	urn:cite:fuSyntax:0085003tokens.2897192_4
urn:cite:fuSyntax:0085003tokens.2897192_2	urn:cite:fuSyntax:0085003tokens.2897192_4
urn:cite:fuSyntax:0085003tokens.2897192_3	urn:cite:fuSyntax:0085003tokens.2897192_4
urn:cite:fuSyntax:0085003tokens.2897192_4	urn:cite:fuSyntax:0085003tokens.2897192_0
urn:cite:fuSyntax:0085003tokens.2897192_5	urn:cite:fuSyntax:0085003tokens.2897192_4
urn:cite:fuSyntax:0085003tokens.2897192_6	urn:cite:fuSyntax:0085003tokens.2897192_0
urn:cite:fuSyntax:0085003tokens.2897193_1	urn:cite:fuSyntax:0085003tokens.2897193_0
urn:cite:fuSyntax:0085003tokens.2897193_2	urn:cite:fuSyntax:0085003tokens.2897193_6
urn:cite:fuSyntax:0085003tokens.2897193_3	urn:cite:fuSyntax:0085003tokens.2897193_6
urn:cite:fuSyntax:0085003tokens.2897193_4	urn:cite:fuSyntax:0085003tokens.2897193_3
urn:cite:fuSyntax:0085003tokens.2897193_5	urn:cite:fuSyntax:0085003tokens.2897193_6
urn:cite:fuSyntax:0085003tokens.2897193_6	urn:cite:fuSyntax:0085003tokens.2897193_1
urn:cite:fuSyntax:0085003tokens.2897193_7	urn:cite:fuSyntax:0085003tokens.2897193_0
urn:cite:fuSyntax:0085003tokens.2897194_1	urn:cite:fuSyntax:0085003tokens.2897194_7
urn:cite:fuSyntax:0085003tokens.2897194_2	urn:cite:fuSyntax:0085003tokens.2897194_7
urn:cite:fuSyntax:0085003tokens.2897194_3	urn:cite:fuSyntax:0085003tokens.2897194_1
urn:cite:fuSyntax:0085003tokens.2897194_4	urn:cite:fuSyntax:0085003tokens.2897194_1
urn:cite:fuSyntax:0085003tokens.2897194_5	urn:cite:fuSyntax:0085003tokens.2897194_7
urn:cite:fuSyntax:0085003tokens.2897194_6	urn:cite:fuSyntax:0085003tokens.2897194_8
urn:cite:fuSyntax:0085003tokens.2897194_7	urn:cite:fuSyntax:0085003tokens.2897194_0
urn:cite:fuSyntax:0085003tokens.2897194_8	urn:cite:fuSyntax:0085003tokens.2897194_7
urn:cite:fuSyntax:0085003tokens.2897194_9	urn:cite:fuSyntax:0085003tokens.2897194_0
urn:cite:fuSyntax:0085003tokens.2897195_1	urn:cite:fuSyntax:0085003tokens.2897195_5
urn:cite:fuSyntax:0085003tokens.2897195_2	urn:cite:fuSyntax:0085003tokens.2897195_5
urn:cite:fuSyntax:0085003tokens.2897195_3	urn:cite:fuSyntax:0085003tokens.2897195_4
urn:cite:fuSyntax:0085003tokens.2897195_4	urn:cite:fuSyntax:0085003tokens.2897195_1
urn:cite:fuSyntax:0085003tokens.2897195_5	urn:cite:fuSyntax:0085003tokens.2897195_0
urn:cite:fuSyntax:0085003tokens.2897195_6	urn:cite:fuSyntax:0085003tokens.2897195_0
urn:cite:fuSyntax:0085003tokens.2897196_1	urn:cite:fuSyntax:0085003tokens.2897196_4
urn:cite:fuSyntax:0085003tokens.2897196_2	urn:cite:fuSyntax:0085003tokens.2897196_0
urn:cite:fuSyntax:0085003tokens.2897196_3	urn:cite:fuSyntax:0085003tokens.2897196_4
urn:cite:fuSyntax:0085003tokens.2897196_4	urn:cite:fuSyntax:0085003tokens.2897196_2
urn:cite:fuSyntax:0085003tokens.2897196_5	urn:cite:fuSyntax:0085003tokens.2897196_1
urn:cite:fuSyntax:0085003tokens.2897196_6	urn:cite:fuSyntax:0085003tokens.2897196_0
urn:cite:fuSyntax:0085003tokens.2897197_1	urn:cite:fuSyntax:0085003tokens.2897197_9
urn:cite:fuSyntax:0085003tokens.2897197_2	urn:cite:fuSyntax:0085003tokens.2897197_9
urn:cite:fuSyntax:0085003tokens.2897197_3	urn:cite:fuSyntax:0085003tokens.2897197_2
urn:cite:fuSyntax:0085003tokens.2897197_4	urn:cite:fuSyntax:0085003tokens.2897197_2
urn:cite:fuSyntax:0085003tokens.2897197_5	urn:cite:fuSyntax:0085003tokens.2897197_10
urn:cite:fuSyntax:0085003tokens.2897197_6	urn:cite:fuSyntax:0085003tokens.2897197_8
urn:cite:fuSyntax:0085003tokens.2897197_7	urn:cite:fuSyntax:0085003tokens.2897197_8
urn:cite:fuSyntax:0085003tokens.2897197_8	urn:cite:fuSyntax:0085003tokens.2897197_5
urn:cite:fuSyntax:0085003tokens.2897197_9	urn:cite:fuSyntax:0085003tokens.2897197_0
urn:cite:fuSyntax:0085003tokens.2897197_10	urn:cite:fuSyntax:0085003tokens.2897197_9
urn:cite:fuSyntax:0085003tokens.2897197_11	urn:cite:fuSyntax:0085003tokens.2897197_15
urn:cite:fuSyntax:0085003tokens.2897197_12	urn:cite:fuSyntax:0085003tokens.2897197_10
urn:cite:fuSyntax:0085003tokens.2897197_13	urn:cite:fuSyntax:0085003tokens.2897197_14
urn:cite:fuSyntax:0085003tokens.2897197_14	urn:cite:fuSyntax:0085003tokens.2897197_12
urn:cite:fuSyntax:0085003tokens.2897197_15	urn:cite:fuSyntax:0085003tokens.2897197_12
urn:cite:fuSyntax:0085003tokens.2897197_16	urn:cite:fuSyntax:0085003tokens.2897197_0
urn:cite:fuSyntax:0085003tokens.2897198_1	urn:cite:fuSyntax:0085003tokens.2897198_3
urn:cite:fuSyntax:0085003tokens.2897198_2	urn:cite:fuSyntax:0085003tokens.2897198_3
urn:cite:fuSyntax:0085003tokens.2897198_3	urn:cite:fuSyntax:0085003tokens.2897198_0
urn:cite:fuSyntax:0085003tokens.2897198_4	urn:cite:fuSyntax:0085003tokens.2897198_0
urn:cite:fuSyntax:0085003tokens.2897198_5	urn:cite:fuSyntax:0085003tokens.2897198_0
urn:cite:fuSyntax:0085003tokens.2897198_6	urn:cite:fuSyntax:0085003tokens.2897198_5
urn:cite:fuSyntax:0085003tokens.2897198_7	urn:cite:fuSyntax:0085003tokens.2897198_6
urn:cite:fuSyntax:0085003tokens.2897198_8	urn:cite:fuSyntax:0085003tokens.2897198_7
urn:cite:fuSyntax:0085003tokens.2897198_9	urn:cite:fuSyntax:0085003tokens.2897198_0
urn:cite:fuSyntax:0085003tokens.2897199_1	urn:cite:fuSyntax:0085003tokens.2897199_3
urn:cite:fuSyntax:0085003tokens.2897199_2	urn:cite:fuSyntax:0085003tokens.2897199_3
urn:cite:fuSyntax:0085003tokens.2897199_3	urn:cite:fuSyntax:0085003tokens.2897199_0
urn:cite:fuSyntax:0085003tokens.2897199_4	urn:cite:fuSyntax:0085003tokens.2897199_3
urn:cite:fuSyntax:0085003tokens.2897199_5	urn:cite:fuSyntax:0085003tokens.2897199_7
urn:cite:fuSyntax:0085003tokens.2897199_6	urn:cite:fuSyntax:0085003tokens.2897199_4
urn:cite:fuSyntax:0085003tokens.2897199_7	urn:cite:fuSyntax:0085003tokens.2897199_6
urn:cite:fuSyntax:0085003tokens.2897199_8	urn:cite:fuSyntax:0085003tokens.2897199_0
urn:cite:fuSyntax:0085003tokens.2897200_1	urn:cite:fuSyntax:0085003tokens.2897200_3
urn:cite:fuSyntax:0085003tokens.2897200_2	urn:cite:fuSyntax:0085003tokens.2897200_3
urn:cite:fuSyntax:0085003tokens.2897200_3	urn:cite:fuSyntax:0085003tokens.2897200_0
urn:cite:fuSyntax:0085003tokens.2897200_4	urn:cite:fuSyntax:0085003tokens.2897200_6
urn:cite:fuSyntax:0085003tokens.2897200_5	urn:cite:fuSyntax:0085003tokens.2897200_3
urn:cite:fuSyntax:0085003tokens.2897200_6	urn:cite:fuSyntax:0085003tokens.2897200_3
urn:cite:fuSyntax:0085003tokens.2897200_7	urn:cite:fuSyntax:0085003tokens.2897200_0
urn:cite:fuSyntax:0085003tokens.2897201_1	urn:cite:fuSyntax:0085003tokens.2897201_3
urn:cite:fuSyntax:0085003tokens.2897201_2	urn:cite:fuSyntax:0085003tokens.2897201_1
urn:cite:fuSyntax:0085003tokens.2897201_3	urn:cite:fuSyntax:0085003tokens.2897201_0
urn:cite:fuSyntax:0085003tokens.2897201_4	urn:cite:fuSyntax:0085003tokens.2897201_6
urn:cite:fuSyntax:0085003tokens.2897201_5	urn:cite:fuSyntax:0085003tokens.2897201_6
urn:cite:fuSyntax:0085003tokens.2897201_6	urn:cite:fuSyntax:0085003tokens.2897201_3
urn:cite:fuSyntax:0085003tokens.2897201_7	urn:cite:fuSyntax:0085003tokens.2897201_8
urn:cite:fuSyntax:0085003tokens.2897201_8	urn:cite:fuSyntax:0085003tokens.2897201_6
urn:cite:fuSyntax:0085003tokens.2897201_9	urn:cite:fuSyntax:0085003tokens.2897201_0
urn:cite:fuSyntax:0085003tokens.2897202_1	urn:cite:fuSyntax:0085003tokens.2897202_6
urn:cite:fuSyntax:0085003tokens.2897202_2	urn:cite:fuSyntax:0085003tokens.2897202_6
urn:cite:fuSyntax:0085003tokens.2897202_3	urn:cite:fuSyntax:0085003tokens.2897202_1
urn:cite:fuSyntax:0085003tokens.2897202_4	urn:cite:fuSyntax:0085003tokens.2897202_6
urn:cite:fuSyntax:0085003tokens.2897202_5	urn:cite:fuSyntax:0085003tokens.2897202_9
urn:cite:fuSyntax:0085003tokens.2897202_6	urn:cite:fuSyntax:0085003tokens.2897202_0
urn:cite:fuSyntax:0085003tokens.2897202_7	urn:cite:fuSyntax:0085003tokens.2897202_6
urn:cite:fuSyntax:0085003tokens.2897202_8	urn:cite:fuSyntax:0085003tokens.2897202_7
urn:cite:fuSyntax:0085003tokens.2897202_9	urn:cite:fuSyntax:0085003tokens.2897202_8
urn:cite:fuSyntax:0085003tokens.2897202_10	urn:cite:fuSyntax:0085003tokens.2897202_0
urn:cite:fuSyntax:0085003tokens.2897203_1	urn:cite:fuSyntax:0085003tokens.2897203_3
urn:cite:fuSyntax:0085003tokens.2897203_2	urn:cite:fuSyntax:0085003tokens.2897203_3
urn:cite:fuSyntax:0085003tokens.2897203_3	urn:cite:fuSyntax:0085003tokens.2897203_0
urn:cite:fuSyntax:0085003tokens.2897203_4	urn:cite:fuSyntax:0085003tokens.2897203_3
urn:cite:fuSyntax:0085003tokens.2897203_5	urn:cite:fuSyntax:0085003tokens.2897203_3
urn:cite:fuSyntax:0085003tokens.2897203_6	urn:cite:fuSyntax:0085003tokens.2897203_5
urn:cite:fuSyntax:0085003tokens.2897203_7	urn:cite:fuSyntax:0085003tokens.2897203_5
urn:cite:fuSyntax:0085003tokens.2897203_8	urn:cite:fuSyntax:0085003tokens.2897203_0
urn:cite:fuSyntax:0085003tokens.2897204_1	urn:cite:fuSyntax:0085003tokens.2897204_4
urn:cite:fuSyntax:0085003tokens.2897204_2	urn:cite:fuSyntax:0085003tokens.2897204_1
urn:cite:fuSyntax:0085003tokens.2897204_3	urn:cite:fuSyntax:0085003tokens.2897204_1
urn:cite:fuSyntax:0085003tokens.2897204_4	urn:cite:fuSyntax:0085003tokens.2897204_0
urn:cite:fuSyntax:0085003tokens.2897204_5	urn:cite:fuSyntax:0085003tokens.2897204_4
urn:cite:fuSyntax:0085003tokens.2897204_6	urn:cite:fuSyntax:0085003tokens.2897204_0
urn:cite:fuSyntax:0085003tokens.2897205_1	urn:cite:fuSyntax:0085003tokens.2897205_0
urn:cite:fuSyntax:0085003tokens.2897205_2	urn:cite:fuSyntax:0085003tokens.2897205_1
urn:cite:fuSyntax:0085003tokens.2897205_3	urn:cite:fuSyntax:0085003tokens.2897205_0
urn:cite:fuSyntax:0085003tokens.2897206_1	urn:cite:fuSyntax:0085003tokens.2897206_0
urn:cite:fuSyntax:0085003tokens.2897206_2	urn:cite:fuSyntax:0085003tokens.2897206_1
urn:cite:fuSyntax:0085003tokens.2897206_3	urn:cite:fuSyntax:0085003tokens.2897206_0
urn:cite:fuSyntax:0085003tokens.2897207_1	urn:cite:fuSyntax:0085003tokens.2897207_5
urn:cite:fuSyntax:0085003tokens.2897207_2	urn:cite:fuSyntax:0085003tokens.2897207_5
urn:cite:fuSyntax:0085003tokens.2897207_3	urn:cite:fuSyntax:0085003tokens.2897207_1
urn:cite:fuSyntax:0085003tokens.2897207_4	urn:cite:fuSyntax:0085003tokens.2897207_5
urn:cite:fuSyntax:0085003tokens.2897207_5	urn:cite:fuSyntax:0085003tokens.2897207_0
urn:cite:fuSyntax:0085003tokens.2897207_6	urn:cite:fuSyntax:0085003tokens.2897207_0
urn:cite:fuSyntax:0085003tokens.2897208_1	urn:cite:fuSyntax:0085003tokens.2897208_5
urn:cite:fuSyntax:0085003tokens.2897208_2	urn:cite:fuSyntax:0085003tokens.2897208_5
urn:cite:fuSyntax:0085003tokens.2897208_3	urn:cite:fuSyntax:0085003tokens.2897208_4
urn:cite:fuSyntax:0085003tokens.2897208_4	urn:cite:fuSyntax:0085003tokens.2897208_0
urn:cite:fuSyntax:0085003tokens.2897208_5	urn:cite:fuSyntax:0085003tokens.2897208_4
urn:cite:fuSyntax:0085003tokens.2897208_6	urn:cite:fuSyntax:0085003tokens.2897208_8
urn:cite:fuSyntax:0085003tokens.2897208_7	urn:cite:fuSyntax:0085003tokens.2897208_8
urn:cite:fuSyntax:0085003tokens.2897208_8	urn:cite:fuSyntax:0085003tokens.2897208_4
urn:cite:fuSyntax:0085003tokens.2897208_9	urn:cite:fuSyntax:0085003tokens.2897208_11
urn:cite:fuSyntax:0085003tokens.2897208_10	urn:cite:fuSyntax:0085003tokens.2897208_11
urn:cite:fuSyntax:0085003tokens.2897208_11	urn:cite:fuSyntax:0085003tokens.2897208_8
urn:cite:fuSyntax:0085003tokens.2897208_12	urn:cite:fuSyntax:0085003tokens.2897208_0
urn:cite:fuSyntax:0085003tokens.2897209_1	urn:cite:fuSyntax:0085003tokens.2897209_2
urn:cite:fuSyntax:0085003tokens.2897209_2	urn:cite:fuSyntax:0085003tokens.2897209_6
urn:cite:fuSyntax:0085003tokens.2897209_3	urn:cite:fuSyntax:0085003tokens.2897209_6
urn:cite:fuSyntax:0085003tokens.2897209_4	urn:cite:fuSyntax:0085003tokens.2897209_2
urn:cite:fuSyntax:0085003tokens.2897209_5	urn:cite:fuSyntax:0085003tokens.2897209_7
urn:cite:fuSyntax:0085003tokens.2897209_6	urn:cite:fuSyntax:0085003tokens.2897209_0
urn:cite:fuSyntax:0085003tokens.2897209_7	urn:cite:fuSyntax:0085003tokens.2897209_6
urn:cite:fuSyntax:0085003tokens.2897209_8	urn:cite:fuSyntax:0085003tokens.2897209_0
urn:cite:fuSyntax:0085003tokens.2897210_1	urn:cite:fuSyntax:0085003tokens.2897210_2
urn:cite:fuSyntax:0085003tokens.2897210_2	urn:cite:fuSyntax:0085003tokens.2897210_0
urn:cite:fuSyntax:0085003tokens.2897210_3	urn:cite:fuSyntax:0085003tokens.2897210_4
urn:cite:fuSyntax:0085003tokens.2897210_4	urn:cite:fuSyntax:0085003tokens.2897210_0
urn:cite:fuSyntax:0085003tokens.2897210_5	urn:cite:fuSyntax:0085003tokens.2897210_4
urn:cite:fuSyntax:0085003tokens.2897210_6	urn:cite:fuSyntax:0085003tokens.2897210_7
urn:cite:fuSyntax:0085003tokens.2897210_7	urn:cite:fuSyntax:0085003tokens.2897210_0
urn:cite:fuSyntax:0085003tokens.2897210_8	urn:cite:fuSyntax:0085003tokens.2897210_7
urn:cite:fuSyntax:0085003tokens.2897210_9	urn:cite:fuSyntax:0085003tokens.2897210_13
urn:cite:fuSyntax:0085003tokens.2897210_10	urn:cite:fuSyntax:0085003tokens.2897210_7
urn:cite:fuSyntax:0085003tokens.2897210_11	urn:cite:fuSyntax:0085003tokens.2897210_13
urn:cite:fuSyntax:0085003tokens.2897210_12	urn:cite:fuSyntax:0085003tokens.2897210_10
urn:cite:fuSyntax:0085003tokens.2897210_13	urn:cite:fuSyntax:0085003tokens.2897210_14
urn:cite:fuSyntax:0085003tokens.2897210_14	urn:cite:fuSyntax:0085003tokens.2897210_7
urn:cite:fuSyntax:0085003tokens.2897210_15	urn:cite:fuSyntax:0085003tokens.2897210_14
urn:cite:fuSyntax:0085003tokens.2897210_16	urn:cite:fuSyntax:0085003tokens.2897210_0
urn:cite:fuSyntax:0085003tokens.2897211_1	urn:cite:fuSyntax:0085003tokens.2897211_0
urn:cite:fuSyntax:0085003tokens.2897211_2	urn:cite:fuSyntax:0085003tokens.2897211_18
urn:cite:fuSyntax:0085003tokens.2897211_3	urn:cite:fuSyntax:0085003tokens.2897211_18
urn:cite:fuSyntax:0085003tokens.2897211_4	urn:cite:fuSyntax:0085003tokens.2897211_18
urn:cite:fuSyntax:0085003tokens.2897211_5	urn:cite:fuSyntax:0085003tokens.2897211_18
urn:cite:fuSyntax:0085003tokens.2897211_6	urn:cite:fuSyntax:0085003tokens.2897211_7
urn:cite:fuSyntax:0085003tokens.2897211_7	urn:cite:fuSyntax:0085003tokens.2897211_8
urn:cite:fuSyntax:0085003tokens.2897211_8	urn:cite:fuSyntax:0085003tokens.2897211_5
urn:cite:fuSyntax:0085003tokens.2897211_9	urn:cite:fuSyntax:0085003tokens.2897211_8
urn:cite:fuSyntax:0085003tokens.2897211_10	urn:cite:fuSyntax:0085003tokens.2897211_8
urn:cite:fuSyntax:0085003tokens.2897211_11	urn:cite:fuSyntax:0085003tokens.2897211_10
urn:cite:fuSyntax:0085003tokens.2897211_12	urn:cite:fuSyntax:0085003tokens.2897211_10
urn:cite:fuSyntax:0085003tokens.2897211_13	urn:cite:fuSyntax:0085003tokens.2897211_14
urn:cite:fuSyntax:0085003tokens.2897211_14	urn:cite:fuSyntax:0085003tokens.2897211_12
urn:cite:fuSyntax:0085003tokens.2897211_15	urn:cite:fuSyntax:0085003tokens.2897211_7
urn:cite:fuSyntax:0085003tokens.2897211_16	urn:cite:fuSyntax:0085003tokens.2897211_17
urn:cite:fuSyntax:0085003tokens.2897211_17	urn:cite:fuSyntax:0085003tokens.2897211_18
urn:cite:fuSyntax:0085003tokens.2897211_18	urn:cite:fuSyntax:0085003tokens.2897211_1
urn:cite:fuSyntax:0085003tokens.2897211_19	urn:cite:fuSyntax:0085003tokens.2897211_0
urn:cite:fuSyntax:0085003tokens.2897212_1	urn:cite:fuSyntax:0085003tokens.2897212_2
urn:cite:fuSyntax:0085003tokens.2897212_2	urn:cite:fuSyntax:0085003tokens.2897212_10
urn:cite:fuSyntax:0085003tokens.2897212_3	urn:cite:fuSyntax:0085003tokens.2897212_7
urn:cite:fuSyntax:0085003tokens.2897212_4	urn:cite:fuSyntax:0085003tokens.2897212_5
urn:cite:fuSyntax:0085003tokens.2897212_5	urn:cite:fuSyntax:0085003tokens.2897212_7
urn:cite:fuSyntax:0085003tokens.2897212_6	urn:cite:fuSyntax:0085003tokens.2897212_5
urn:cite:fuSyntax:0085003tokens.2897212_7	urn:cite:fuSyntax:0085003tokens.2897212_2
urn:cite:fuSyntax:0085003tokens.2897212_8	urn:cite:fuSyntax:0085003tokens.2897212_10
urn:cite:fuSyntax:0085003tokens.2897212_9	urn:cite:fuSyntax:0085003tokens.2897212_11
urn:cite:fuSyntax:0085003tokens.2897212_10	urn:cite:fuSyntax:0085003tokens.2897212_0
urn:cite:fuSyntax:0085003tokens.2897212_11	urn:cite:fuSyntax:0085003tokens.2897212_15
urn:cite:fuSyntax:0085003tokens.2897212_12	urn:cite:fuSyntax:0085003tokens.2897212_15
urn:cite:fuSyntax:0085003tokens.2897212_13	urn:cite:fuSyntax:0085003tokens.2897212_14
urn:cite:fuSyntax:0085003tokens.2897212_14	urn:cite:fuSyntax:0085003tokens.2897212_12
urn:cite:fuSyntax:0085003tokens.2897212_15	urn:cite:fuSyntax:0085003tokens.2897212_10
urn:cite:fuSyntax:0085003tokens.2897212_16	urn:cite:fuSyntax:0085003tokens.2897212_0
urn:cite:fuSyntax:0085003tokens.2897213_1	urn:cite:fuSyntax:0085003tokens.2897213_4
urn:cite:fuSyntax:0085003tokens.2897213_2	urn:cite:fuSyntax:0085003tokens.2897213_3
urn:cite:fuSyntax:0085003tokens.2897213_3	urn:cite:fuSyntax:0085003tokens.2897213_4
urn:cite:fuSyntax:0085003tokens.2897213_4	urn:cite:fuSyntax:0085003tokens.2897213_0
urn:cite:fuSyntax:0085003tokens.2897213_5	urn:cite:fuSyntax:0085003tokens.2897213_6
urn:cite:fuSyntax:0085003tokens.2897213_6	urn:cite:fuSyntax:0085003tokens.2897213_7
urn:cite:fuSyntax:0085003tokens.2897213_7	urn:cite:fuSyntax:0085003tokens.2897213_10
urn:cite:fuSyntax:0085003tokens.2897213_8	urn:cite:fuSyntax:0085003tokens.2897213_7
urn:cite:fuSyntax:0085003tokens.2897213_9	urn:cite:fuSyntax:0085003tokens.2897213_8
urn:cite:fuSyntax:0085003tokens.2897213_10	urn:cite:fuSyntax:0085003tokens.2897213_3
urn:cite:fuSyntax:0085003tokens.2897213_11	urn:cite:fuSyntax:0085003tokens.2897213_14
urn:cite:fuSyntax:0085003tokens.2897213_12	urn:cite:fuSyntax:0085003tokens.2897213_14
urn:cite:fuSyntax:0085003tokens.2897213_13	urn:cite:fuSyntax:0085003tokens.2897213_12
urn:cite:fuSyntax:0085003tokens.2897213_14	urn:cite:fuSyntax:0085003tokens.2897213_10
urn:cite:fuSyntax:0085003tokens.2897213_15	urn:cite:fuSyntax:0085003tokens.2897213_0
urn:cite:fuSyntax:0085003tokens.2897214_1	urn:cite:fuSyntax:0085003tokens.2897214_10
urn:cite:fuSyntax:0085003tokens.2897214_2	urn:cite:fuSyntax:0085003tokens.2897214_10
urn:cite:fuSyntax:0085003tokens.2897214_3	urn:cite:fuSyntax:0085003tokens.2897214_10
